test_id,wall_clock,alpha_bravo_dist,bravo_charlie_dist,alpha_charlie_dist,formation_type
TEST-06-THREAT-ESCALATION,1775089406.033,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089406.287,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089406.541,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089406.791,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089407.043,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089407.295,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089407.548,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089407.800,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089408.051,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089408.302,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089408.556,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089408.807,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089409.059,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089409.310,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089409.567,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089409.819,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089410.072,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089410.322,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089410.576,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089410.829,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089411.080,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089411.330,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089411.586,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089411.837,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089412.089,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089412.340,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089412.593,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089412.848,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089413.100,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089413.350,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089413.604,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089413.856,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089414.108,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089414.357,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089414.611,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089414.863,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089415.117,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089415.369,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089415.622,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089415.875,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089416.127,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089416.379,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089416.634,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089416.886,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089417.138,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089417.390,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089417.643,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089417.897,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089418.149,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089418.399,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089418.652,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089418.903,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089419.156,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089419.409,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089419.663,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089419.914,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089420.167,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089420.420,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089420.673,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089420.924,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089421.176,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089421.426,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089421.679,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089421.931,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089422.183,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089422.436,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089422.690,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089422.942,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089423.193,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089423.446,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089423.699,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089423.951,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089424.203,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089424.460,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089424.712,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089424.965,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089425.217,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089425.470,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089425.722,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089425.974,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089426.226,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089426.480,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089426.734,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089426.985,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089427.240,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089427.492,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089427.745,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089427.997,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089428.250,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089428.503,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089428.755,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089429.008,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089429.259,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089429.513,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089429.768,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089430.020,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089430.272,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089430.525,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089430.778,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089431.031,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089431.282,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089431.535,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089431.788,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089432.038,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089432.294,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089432.546,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089432.798,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089433.050,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089433.303,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089433.556,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089433.809,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089434.062,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089434.315,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089434.569,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089434.822,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089435.075,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089435.326,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089435.581,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089435.833,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089436.085,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089436.333,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089436.589,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089436.844,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089437.094,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089437.343,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089437.599,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089437.852,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089438.105,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089438.353,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089438.608,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089438.860,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089439.114,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089439.364,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089439.621,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089439.874,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089440.127,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089440.377,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089440.630,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089440.884,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089441.137,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089441.386,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089441.641,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089441.897,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089442.148,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089442.398,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089442.652,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089442.906,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089443.158,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089443.409,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089443.663,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089443.917,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089444.168,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089444.418,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089444.677,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089444.930,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089445.183,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089445.436,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089445.687,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089445.941,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089446.193,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089446.445,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089446.699,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089446.954,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089447.205,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089447.458,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089447.710,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089447.961,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089448.216,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089448.468,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089448.719,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089448.972,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089449.224,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089449.477,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089449.732,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089449.986,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089450.238,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089450.492,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089450.744,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089450.996,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089451.248,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089451.501,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089451.754,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089452.009,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089452.259,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089452.511,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089452.764,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089453.016,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089453.268,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089453.519,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089453.770,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089454.021,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089454.274,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089454.527,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089454.779,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089455.033,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089455.287,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089455.539,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089455.790,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089456.042,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089456.295,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089456.548,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089456.800,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089457.055,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089457.304,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089457.555,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089457.809,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089458.060,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089458.314,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089458.568,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089458.819,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089459.070,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089459.325,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089459.575,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089459.832,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089460.084,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089460.336,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089460.588,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089460.840,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089461.092,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089461.343,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089461.596,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089461.849,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089462.105,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089462.355,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089462.606,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089462.858,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089463.110,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089463.360,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089463.614,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089463.862,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089464.115,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089464.367,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089464.622,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089464.877,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089465.128,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089465.377,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089465.633,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089465.887,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089466.138,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089466.387,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089466.642,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089466.896,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089467.150,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089467.400,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089467.653,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089467.904,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089468.157,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089468.408,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089468.662,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089468.912,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089469.165,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089469.416,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089469.668,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089469.923,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089470.173,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089470.427,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089470.679,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089470.932,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089471.183,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089471.435,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089471.688,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089471.941,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089472.196,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089472.447,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089472.698,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089472.949,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089473.202,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089473.453,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089473.705,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089473.957,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089474.210,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089474.463,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089474.715,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089474.968,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089475.221,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089475.471,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089475.724,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089475.976,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089476.228,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089476.481,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089476.733,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089476.986,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089477.240,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089477.490,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089477.744,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089477.997,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089478.249,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089478.500,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089478.754,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089479.007,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089479.258,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089479.511,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089479.764,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089480.020,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089480.272,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089480.525,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089480.778,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089481.031,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089481.284,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089481.535,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089481.790,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089482.043,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089482.295,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089482.547,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089482.800,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089483.053,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089483.304,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089483.557,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089483.809,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089484.062,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089484.314,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089484.567,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089484.820,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089485.076,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089485.328,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089485.580,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089485.833,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089486.086,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089486.339,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089486.590,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089486.844,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089487.095,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089487.349,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089487.601,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089487.852,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089488.105,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089488.358,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089488.612,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089488.864,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089489.116,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089489.368,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089489.620,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089489.871,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089490.125,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089490.378,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089490.633,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089490.884,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089491.138,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089491.389,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089491.644,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089491.895,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089492.149,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089492.401,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089492.654,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089492.906,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089493.158,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089493.408,197.6,195.5,393.0,independent
TEST-06-THREAT-ESCALATION,1775089493.663,197.6,195.5,393.0,independent
