second,mission,formation,gps_mode,comms_mode,kill_chain,threat_level,num_contacts,alpha_status,alpha_x,alpha_y,alpha_speed,bravo_status,bravo_x,bravo_y,bravo_speed,charlie_status,charlie_x,charlie_y,charlie_speed,eagle1_status,eagle1_x,eagle1_y,eagle1_speed,eagle1_pattern,eagle1_altitude
550,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.57,executing,3068.9,991.3,6.09,idle,3005.1,413.4,0.68,idle,2950.0,749.2,0.00,track,100
551,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.54,executing,3060.2,1000.6,5.98,idle,3005.1,413.4,0.64,idle,2950.0,749.2,0.00,track,100
552,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.50,executing,3048.3,1007.7,5.91,idle,3005.1,413.4,0.60,idle,2950.0,749.2,0.00,track,100
553,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.47,executing,3033.5,1011.2,5.86,idle,3005.1,413.4,0.57,idle,2950.0,749.2,0.00,track,100
554,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.45,executing,3016.9,1009.3,5.84,idle,3005.1,413.4,0.53,idle,2950.0,749.2,0.00,track,100
555,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.42,executing,3000.7,1000.8,5.86,idle,3005.1,413.4,0.50,idle,2950.0,749.2,0.00,track,100
556,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.40,executing,2987.9,985.5,5.91,idle,3005.1,413.4,0.47,idle,2950.0,749.2,0.00,track,100
557,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.37,executing,2981.0,964.9,5.99,idle,3005.1,413.4,0.45,idle,2950.0,749.2,0.00,track,100
558,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.35,executing,2980.5,941.6,6.09,idle,3005.1,413.4,0.42,idle,2950.0,749.2,0.00,track,100
559,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.33,executing,2985.1,918.6,6.20,idle,3005.1,413.4,0.40,idle,2950.0,749.2,0.00,track,100
560,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.32,executing,2990.6,902.4,6.26,idle,3005.1,413.4,0.38,idle,2950.0,749.2,0.00,track,100
561,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.30,executing,2999.2,882.1,6.32,idle,3005.1,413.4,0.36,idle,2950.0,749.2,0.00,track,100
562,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.28,executing,3008.0,862.4,6.37,idle,3005.1,413.4,0.34,idle,2950.0,749.2,0.00,track,100
563,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.26,executing,3016.1,842.9,6.41,idle,3005.1,413.4,0.32,idle,2950.0,749.2,0.00,track,100
564,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.25,executing,3022.3,823.1,6.44,idle,3005.1,413.4,0.30,idle,2950.0,749.2,0.00,track,100
565,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.23,idle,3024.1,814.7,6.23,idle,3005.1,413.4,0.28,idle,2950.0,749.2,0.00,track,100
566,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.22,idle,3024.1,814.7,5.86,idle,3005.1,413.4,0.26,idle,2950.0,749.2,0.00,track,100
567,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.21,idle,3024.1,814.7,5.52,idle,3005.1,413.4,0.25,idle,2950.0,749.2,0.00,track,100
568,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.20,idle,3024.1,814.7,5.20,idle,3005.1,413.4,0.23,idle,2950.0,749.2,0.00,track,100
569,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.18,idle,3024.1,814.7,4.90,idle,3005.1,413.4,0.22,idle,2950.0,749.2,0.00,track,100
570,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.17,idle,3024.1,814.7,4.61,idle,3005.1,413.4,0.21,idle,2950.0,749.2,0.00,track,100
571,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.16,idle,3024.1,814.7,4.34,idle,3005.1,413.4,0.20,idle,2950.0,749.2,0.00,track,100
572,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.15,idle,3024.1,814.7,4.09,idle,3005.1,413.4,0.18,idle,2950.0,749.2,0.00,track,100
573,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.14,idle,3024.1,814.7,3.85,idle,3005.1,413.4,0.17,idle,2950.0,749.2,0.00,track,100
574,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.14,idle,3024.1,814.7,3.62,idle,3005.1,413.4,0.16,idle,2950.0,749.2,0.00,track,100
575,intercept,independent,full,full,,none,0,idle,2998.4,416.6,0.13,idle,3024.1,814.7,3.41,idle,3005.1,413.4,0.15,idle,2950.0,749.2,0.00,track,100
576,intercept,independent,full,full,ENGAGE,warning,1,idle,2998.4,416.6,0.12,idle,3024.1,814.7,3.21,idle,3005.1,413.4,0.14,executing,2916.6,744.3,15.00,track,100
577,escort,column,full,full,ENGAGE,critical,1,executing,2995.8,409.9,0.25,executing,3017.5,809.0,3.20,executing,3001.8,406.8,0.28,executing,1117.5,494.7,15.00,track,100
578,escort,column,full,full,ENGAGE,critical,1,executing,2992.3,401.8,0.41,executing,3008.9,802.7,3.22,executing,2997.3,399.0,0.44,executing,1074.2,482.1,15.00,track,100
579,escort,column,full,full,ENGAGE,critical,1,executing,2988.1,394.0,0.56,executing,2999.3,797.3,3.24,executing,2992.0,391.4,0.59,executing,1031.2,468.9,15.00,track,100
580,escort,column,full,full,ENGAGE,critical,1,executing,2982.6,386.5,0.71,executing,2988.6,793.3,3.28,executing,2985.5,384.4,0.75,executing,988.7,454.2,15.00,track,100
581,escort,column,full,full,ENGAGE,critical,1,executing,2975.5,379.8,0.86,executing,2977.2,790.6,3.32,executing,2977.3,378.4,0.90,executing,984.5,450.0,15.00,track,100
582,escort,column,full,full,ENGAGE,critical,1,executing,2969.0,375.6,0.97,executing,2968.3,789.3,3.34,executing,2970.1,375.0,1.02,idle,988.5,450.0,0.00,track,100
583,escort,column,full,full,ENGAGE,critical,1,executing,2958.9,371.9,1.12,executing,2956.5,788.2,3.38,executing,2959.3,372.5,1.17,idle,994.5,450.0,0.00,track,100
584,escort,column,full,full,ENGAGE,critical,1,executing,2947.5,370.5,1.28,executing,2944.7,787.3,3.41,executing,2947.6,372.1,1.33,idle,1000.5,450.0,0.00,track,100
585,escort,column,full,full,ENGAGE,critical,1,executing,2935.7,371.1,1.44,executing,2932.9,786.3,3.44,executing,2935.8,373.4,1.49,idle,1006.5,450.0,0.00,track,100
586,escort,column,full,full,ENGAGE,critical,1,executing,2924.0,372.9,1.58,executing,2921.1,785.2,3.47,executing,2924.2,375.4,1.63,idle,1012.5,450.0,0.00,track,100
587,escort,column,full,full,ENGAGE,critical,1,executing,2912.5,375.2,1.72,executing,2909.2,783.8,3.50,executing,2912.7,377.7,1.76,idle,1018.5,450.0,0.00,track,100
588,escort,column,full,full,ENGAGE,critical,1,executing,2901.1,377.5,1.85,executing,2897.4,782.2,3.53,executing,2901.2,379.8,1.89,idle,1024.5,450.0,0.00,track,100
589,escort,column,full,full,ENGAGE,critical,1,executing,2889.4,379.5,1.97,executing,2885.5,780.4,3.56,executing,2889.5,381.6,2.01,idle,1030.5,450.0,0.00,track,100
590,escort,column,full,full,ENGAGE,critical,1,executing,2877.7,381.1,2.08,executing,2873.7,778.6,3.58,executing,2877.6,382.9,2.12,idle,1036.5,450.0,0.00,track,100
591,escort,column,full,full,ENGAGE,critical,1,executing,2865.8,382.3,2.20,executing,2861.9,776.7,3.61,executing,2865.7,384.0,2.23,idle,1042.5,450.0,0.00,track,100
592,escort,column,full,full,ENGAGE,critical,1,executing,2853.9,383.3,2.30,executing,2850.0,774.8,3.63,executing,2853.8,384.8,2.33,idle,1048.5,450.0,0.00,track,100
593,escort,column,full,full,ENGAGE,critical,1,executing,2841.9,384.1,2.40,executing,2838.2,772.9,3.65,executing,2841.9,385.5,2.43,idle,1054.5,450.0,0.00,track,100
594,escort,column,full,full,ENGAGE,critical,1,executing,2830.0,384.8,2.49,executing,2826.4,771.0,3.67,executing,2829.9,386.2,2.52,idle,1060.5,450.0,0.00,track,100
595,escort,column,full,full,ENGAGE,critical,1,executing,2818.1,385.6,2.58,executing,2814.5,769.2,3.69,executing,2818.0,387.0,2.61,idle,1066.5,450.0,0.00,track,100
596,escort,column,full,full,ENGAGE,critical,1,executing,2806.2,386.4,2.66,executing,2802.7,767.3,3.71,executing,2806.1,387.8,2.69,idle,1072.5,450.0,0.00,track,100
597,escort,column,full,full,ENGAGE,critical,1,executing,2794.2,387.2,2.74,executing,2790.8,765.5,3.73,executing,2794.1,388.6,2.76,idle,1078.5,450.0,0.00,track,100
598,escort,column,full,full,ENGAGE,critical,1,executing,2782.3,388.1,2.81,executing,2778.9,763.7,3.74,executing,2782.2,389.5,2.83,idle,1084.5,450.0,0.00,track,100
599,escort,column,full,full,ENGAGE,critical,1,executing,2770.4,389.1,2.88,executing,2767.1,761.8,3.76,executing,2770.3,390.4,2.90,idle,1090.5,450.0,0.00,track,100
600,escort,column,full,full,ENGAGE,critical,1,executing,2761.4,389.8,2.93,executing,2758.2,760.4,3.77,executing,2761.3,391.0,2.95,idle,1094.5,450.0,0.00,track,100
601,escort,column,full,full,ENGAGE,critical,1,executing,2749.5,390.7,2.99,executing,2746.3,758.6,3.78,executing,2749.4,391.9,3.01,idle,1100.5,450.0,0.00,track,100
602,escort,column,full,full,ENGAGE,critical,1,executing,2737.5,391.6,3.05,executing,2734.5,756.7,3.79,executing,2737.4,392.8,3.07,idle,1106.5,450.0,0.00,track,100
603,escort,column,full,full,ENGAGE,critical,1,executing,2725.6,392.5,3.10,executing,2722.6,754.8,3.81,executing,2725.5,393.7,3.12,idle,1112.5,450.0,0.00,track,100
604,escort,column,full,full,ENGAGE,critical,1,executing,2713.6,393.4,3.16,executing,2710.8,752.9,3.82,executing,2713.5,394.5,3.17,idle,1118.5,450.0,0.00,track,100
605,escort,column,full,full,ENGAGE,critical,1,executing,2701.7,394.3,3.20,executing,2698.9,751.0,3.83,executing,2701.6,395.4,3.22,idle,1124.5,450.0,0.00,track,100
606,escort,column,full,full,ENGAGE,critical,1,executing,2689.8,395.1,3.25,executing,2687.1,749.1,3.84,executing,2689.6,396.2,3.27,idle,1130.5,450.0,0.00,track,100
607,escort,column,full,full,ENGAGE,critical,1,executing,2677.8,396.0,3.29,executing,2675.3,747.1,3.85,executing,2677.7,397.1,3.31,idle,1136.5,450.0,0.00,track,100
608,escort,column,full,full,ENGAGE,critical,1,executing,2665.9,396.9,3.33,executing,2663.4,745.2,3.86,executing,2665.8,398.0,3.35,idle,1142.5,450.0,0.00,track,100
609,escort,column,full,full,ENGAGE,critical,1,executing,2654.0,397.7,3.37,executing,2651.6,743.2,3.86,executing,2653.8,398.9,3.38,idle,1148.5,450.0,0.00,track,100
610,escort,column,full,full,ENGAGE,critical,1,executing,2642.0,398.6,3.41,executing,2639.8,741.3,3.87,executing,2641.9,399.7,3.42,idle,1154.5,450.0,0.00,track,100
611,escort,column,full,full,ENGAGE,critical,1,executing,2630.1,399.5,3.44,executing,2627.9,739.3,3.88,executing,2629.9,400.6,3.45,idle,1160.5,450.0,0.00,track,100
612,escort,column,full,full,ENGAGE,critical,1,executing,2618.2,400.4,3.47,executing,2616.1,737.3,3.89,executing,2618.0,401.5,3.48,idle,1166.5,450.0,0.00,track,100
613,escort,column,full,full,ENGAGE,critical,1,executing,2606.2,401.3,3.50,executing,2604.3,735.3,3.89,executing,2606.1,402.3,3.51,idle,1172.5,450.0,0.00,track,100
614,escort,column,full,full,ENGAGE,critical,1,executing,2594.3,402.2,3.53,executing,2592.4,733.3,3.90,executing,2594.1,403.2,3.54,idle,1178.5,450.0,0.00,track,100
615,escort,column,full,full,ENGAGE,critical,1,executing,2582.3,403.1,3.56,executing,2580.6,731.3,3.90,executing,2582.2,404.1,3.57,idle,1184.5,450.0,0.00,track,100
616,escort,column,full,full,ENGAGE,critical,1,executing,2570.4,404.0,3.58,executing,2568.8,729.3,3.91,executing,2570.3,404.9,3.59,idle,1190.5,450.0,0.00,track,100
617,escort,column,full,full,ENGAGE,critical,1,executing,2561.5,404.8,3.60,executing,2559.9,727.7,3.91,executing,2561.3,405.6,3.61,idle,1194.5,450.0,0.00,track,100
618,escort,column,full,full,ENGAGE,critical,1,executing,2549.5,405.7,3.63,executing,2548.1,725.7,3.92,executing,2549.4,406.4,3.63,idle,1200.5,450.0,0.00,track,100
619,escort,column,full,full,ENGAGE,critical,1,executing,2537.6,406.6,3.65,executing,2536.3,723.6,3.92,executing,2537.5,407.3,3.65,idle,1206.5,450.0,0.00,track,100
620,escort,column,full,full,ENGAGE,critical,1,executing,2525.6,407.6,3.67,executing,2524.5,721.6,3.93,executing,2525.5,408.1,3.67,idle,1212.5,450.0,0.00,track,100
621,escort,column,full,full,ENGAGE,critical,1,executing,2513.7,408.5,3.69,executing,2512.7,719.5,3.93,executing,2513.6,409.0,3.69,idle,1218.5,450.0,0.00,track,100
622,escort,column,full,full,ENGAGE,critical,1,executing,2501.8,409.4,3.70,executing,2500.8,717.4,3.94,executing,2501.7,409.9,3.71,idle,1224.5,450.0,0.00,track,100
623,escort,column,full,full,ENGAGE,critical,1,executing,2489.8,410.3,3.72,executing,2489.0,715.3,3.94,executing,2489.7,410.8,3.72,idle,1230.5,450.0,0.00,track,100
624,escort,column,full,full,ENGAGE,critical,1,executing,2477.9,411.2,3.74,executing,2477.2,713.2,3.94,executing,2477.8,411.7,3.74,idle,1236.5,450.0,0.00,track,100
625,escort,column,full,full,ENGAGE,critical,1,executing,2466.0,412.1,3.75,executing,2465.4,711.1,3.95,executing,2465.8,412.6,3.75,idle,1242.5,450.0,0.00,track,100
626,escort,column,full,full,ENGAGE,critical,1,executing,2454.0,413.0,3.76,executing,2453.6,709.0,3.95,executing,2453.9,413.5,3.77,idle,1248.5,450.0,0.00,track,100
627,escort,column,full,full,ENGAGE,critical,1,executing,2442.1,413.9,3.78,executing,2441.8,706.9,3.95,executing,2442.0,414.5,3.78,idle,1254.5,450.0,0.00,track,100
628,escort,column,full,full,ENGAGE,critical,1,executing,2430.2,414.8,3.79,executing,2430.0,704.7,3.96,executing,2430.0,415.4,3.79,idle,1260.5,450.0,0.00,track,100
629,escort,column,full,full,ENGAGE,critical,1,executing,2418.3,415.7,3.80,executing,2418.2,702.6,3.96,executing,2418.1,416.3,3.81,idle,1266.5,450.0,0.00,track,100
630,escort,column,full,full,ENGAGE,critical,1,executing,2406.3,416.6,3.81,executing,2406.4,700.4,3.96,executing,2406.2,417.2,3.82,idle,1272.5,450.0,0.00,track,100
631,escort,column,full,full,ENGAGE,critical,1,executing,2394.4,417.5,3.82,executing,2394.6,698.2,3.96,executing,2394.2,418.1,3.83,idle,1278.5,450.0,0.00,track,100
632,escort,column,full,full,ENGAGE,critical,1,executing,2382.5,418.4,3.83,executing,2382.8,695.9,3.96,executing,2382.3,419.1,3.84,idle,1284.5,450.0,0.00,track,100
633,escort,column,full,full,ENGAGE,critical,1,executing,2370.5,419.3,3.84,executing,2371.0,693.7,3.97,executing,2370.4,420.0,3.84,idle,1290.5,450.0,0.00,track,100
634,escort,column,full,full,ENGAGE,critical,1,executing,2361.6,420.0,3.85,executing,2362.2,692.0,3.97,executing,2361.4,420.7,3.85,executing,1296.5,450.0,15.00,track,100
635,escort,column,full,full,ENGAGE,critical,1,executing,2349.7,420.9,3.86,executing,2350.4,689.8,3.97,executing,2349.5,421.6,3.86,executing,1302.5,450.0,15.00,track,100
636,escort,column,full,full,CONVERGE,critical,1,executing,2337.8,421.8,3.86,executing,2338.6,687.5,3.97,executing,2337.6,422.5,3.87,executing,1308.5,450.0,15.00,track,100
637,loiter,spread,full,full,,none,0,executing,2325.9,422.7,3.87,executing,2327.5,685.3,3.96,executing,2326.2,423.3,3.86,executing,2148.3,1022.4,15.00,orbit,100
638,loiter,spread,full,full,,none,0,executing,2314.2,423.9,3.87,executing,2316.9,683.6,3.94,executing,2315.4,424.4,3.85,executing,2135.1,1065.2,15.00,orbit,100
639,loiter,spread,full,full,,none,0,executing,2302.5,426.0,3.88,executing,2306.1,682.6,3.92,executing,2304.6,426.3,3.84,executing,2109.8,1102.2,15.00,orbit,100
640,loiter,spread,full,full,,none,0,executing,2290.7,429.6,3.89,executing,2294.9,683.0,3.91,executing,2293.7,429.6,3.84,executing,2074.6,1130.1,15.00,orbit,100
641,loiter,spread,full,full,,none,0,executing,2279.3,435.2,3.91,executing,2283.4,685.4,3.91,executing,2283.0,434.8,3.84,executing,2032.9,1146.4,15.00,orbit,100
642,loiter,spread,full,full,,none,0,executing,2268.7,443.4,3.94,executing,2272.1,690.4,3.92,executing,2273.1,442.5,3.86,executing,1988.1,1149.5,15.00,orbit,100
643,loiter,spread,full,full,,none,0,executing,2259.6,454.1,3.99,executing,2261.8,698.5,3.95,executing,2264.7,452.7,3.90,executing,1944.5,1139.3,15.00,orbit,100
644,loiter,spread,full,full,,none,0,executing,2252.2,466.7,4.04,executing,2253.3,709.6,3.99,executing,2258.7,465.4,3.94,executing,1905.8,1116.7,15.00,orbit,100
645,loiter,spread,full,full,,none,0,executing,2246.3,480.4,4.09,executing,2247.0,722.8,4.04,executing,2255.1,479.6,4.00,executing,1875.5,1083.7,15.00,orbit,100
646,loiter,spread,full,full,,none,0,executing,2241.2,494.3,4.14,executing,2242.5,737.0,4.10,executing,2253.2,494.3,4.05,executing,1856.3,1043.1,15.00,orbit,100
647,loiter,spread,full,full,,none,0,executing,2236.4,508.1,4.19,executing,2239.0,751.2,4.14,executing,2252.2,509.0,4.10,executing,1850.0,998.7,15.00,orbit,100
648,loiter,spread,full,full,,none,0,executing,2231.3,522.0,4.23,executing,2235.8,765.4,4.18,executing,2251.4,523.6,4.15,executing,1857.1,954.5,15.00,orbit,100
649,loiter,spread,full,full,,none,0,executing,2225.8,535.7,4.27,executing,2232.2,779.6,4.22,executing,2250.2,538.3,4.19,executing,1876.9,914.3,15.00,orbit,100
650,loiter,spread,full,full,,none,0,executing,2219.8,549.4,4.31,executing,2228.0,793.7,4.26,executing,2248.5,553.0,4.24,executing,1907.7,881.7,15.00,orbit,100
651,loiter,spread,full,full,,none,0,executing,2215.1,559.5,4.34,executing,2224.5,804.3,4.29,executing,2246.9,564.1,4.27,executing,1936.5,864.1,15.00,orbit,100
652,loiter,spread,full,full,,none,0,executing,2208.5,573.0,4.38,executing,2219.4,818.3,4.33,executing,2244.4,578.8,4.31,executing,1979.5,851.4,15.00,orbit,100
653,loiter,spread,full,full,,none,0,executing,2201.7,586.3,4.41,executing,2213.9,832.3,4.37,executing,2241.6,593.5,4.35,executing,2024.3,852.0,15.00,orbit,100
654,loiter,spread,full,full,,none,0,executing,2194.9,599.6,4.45,executing,2208.3,846.2,4.41,executing,2238.7,608.1,4.39,executing,2066.9,865.8,15.00,orbit,100
655,loiter,spread,full,full,,none,0,executing,2188.0,612.9,4.48,executing,2202.6,860.0,4.44,executing,2235.7,622.7,4.42,executing,2103.6,891.5,15.00,orbit,100
656,loiter,spread,full,full,,none,0,executing,2181.2,626.1,4.51,executing,2196.8,873.8,4.48,executing,2232.8,637.4,4.45,executing,2131.0,927.0,15.00,orbit,100
657,loiter,spread,full,full,,none,0,executing,2174.4,639.4,4.53,executing,2191.0,887.6,4.51,executing,2229.9,652.0,4.48,executing,2146.8,969.0,15.00,orbit,100
658,loiter,spread,full,full,,none,0,executing,2167.7,652.8,4.56,executing,2185.3,901.5,4.53,executing,2227.1,666.7,4.51,executing,2149.4,1013.8,15.00,orbit,100
659,loiter,spread,full,full,,none,0,executing,2161.0,666.2,4.59,executing,2179.5,915.3,4.56,executing,2224.3,681.4,4.54,executing,2138.6,1057.3,15.00,orbit,100
660,loiter,spread,full,full,,none,0,executing,2154.4,679.6,4.61,executing,2173.8,929.1,4.59,executing,2221.5,696.1,4.56,executing,2115.5,1095.7,15.00,orbit,100
661,loiter,spread,full,full,,none,0,executing,2147.8,693.0,4.63,executing,2168.1,943.0,4.61,executing,2218.8,710.8,4.59,executing,2082.1,1125.6,15.00,orbit,100
662,loiter,spread,full,full,,none,0,executing,2141.2,706.4,4.65,executing,2162.4,956.9,4.63,executing,2216.0,725.4,4.61,executing,2041.3,1144.2,15.00,orbit,100
663,loiter,spread,full,full,,none,0,executing,2134.6,719.9,4.67,executing,2156.7,970.7,4.65,executing,2213.1,740.1,4.63,executing,1996.8,1150.0,15.00,orbit,100
664,loiter,spread,full,full,,none,0,executing,2128.0,733.3,4.69,executing,2151.1,984.6,4.67,executing,2210.3,754.8,4.65,executing,1952.7,1142.3,15.00,orbit,100
665,loiter,spread,full,full,,none,0,executing,2121.4,746.8,4.71,executing,2145.4,998.5,4.69,executing,2207.4,769.5,4.67,executing,1912.7,1122.0,15.00,orbit,100
666,loiter,spread,full,full,,none,0,executing,2114.8,760.2,4.72,executing,2139.8,1012.4,4.71,executing,2204.5,784.1,4.69,executing,1880.6,1090.8,15.00,orbit,100
667,loiter,spread,full,full,,none,0,executing,2108.2,773.6,4.74,executing,2134.2,1026.3,4.73,executing,2201.7,798.8,4.71,executing,1859.1,1051.4,15.00,orbit,100
668,loiter,spread,full,full,,none,0,executing,2103.3,783.7,4.75,executing,2129.9,1036.7,4.74,executing,2199.5,809.8,4.72,executing,1851.2,1018.7,15.00,orbit,100
669,loiter,spread,full,full,,none,0,executing,2096.7,797.2,4.76,executing,2124.3,1050.6,4.75,executing,2196.6,824.4,4.74,executing,1852.3,973.9,15.00,orbit,100
670,loiter,spread,full,full,,none,0,executing,2090.1,810.6,4.78,executing,2118.7,1064.5,4.77,executing,2193.8,839.1,4.75,executing,1866.6,931.4,15.00,orbit,100
671,loiter,spread,full,full,,none,0,executing,2083.5,824.0,4.79,executing,2113.1,1078.4,4.78,executing,2190.9,853.8,4.76,executing,1892.9,895.0,15.00,orbit,100
672,loiter,spread,full,full,,none,0,executing,2077.0,837.5,4.80,executing,2107.5,1092.3,4.79,executing,2188.1,868.4,4.78,executing,1928.7,868.0,15.00,orbit,100
673,loiter,spread,full,full,,none,0,executing,2070.4,850.9,4.81,executing,2101.9,1106.2,4.81,executing,2185.2,883.1,4.79,executing,1970.9,852.9,15.00,orbit,100
674,loiter,spread,full,full,,none,0,executing,2063.9,864.4,4.82,executing,2096.2,1120.1,4.82,executing,2182.4,897.8,4.80,executing,2015.6,850.8,15.00,orbit,100
675,loiter,spread,full,full,,none,0,executing,2057.4,877.9,4.83,executing,2090.6,1134.0,4.83,executing,2179.5,912.5,4.81,executing,2059.0,862.1,15.00,orbit,100
676,loiter,spread,full,full,,none,0,executing,2050.9,891.4,4.84,executing,2084.9,1147.9,4.84,executing,2176.7,927.1,4.82,executing,2097.1,885.7,15.00,orbit,100
677,loiter,spread,full,full,,none,0,executing,2044.5,904.9,4.85,executing,2079.3,1161.8,4.85,executing,2173.8,941.8,4.83,executing,2126.6,919.5,15.00,orbit,100
678,loiter,spread,full,full,,none,0,executing,2038.0,918.4,4.86,executing,2073.6,1175.7,4.86,executing,2171.0,956.5,4.84,executing,2144.7,960.5,15.00,orbit,100
679,loiter,spread,full,full,,none,0,executing,2031.6,931.9,4.87,executing,2067.9,1189.5,4.86,executing,2168.2,971.2,4.85,executing,2149.9,1005.0,15.00,orbit,100
680,loiter,spread,full,full,,none,0,executing,2025.1,945.4,4.87,executing,2062.2,1203.4,4.87,executing,2165.4,985.9,4.86,executing,2141.7,1049.1,15.00,orbit,100
681,loiter,spread,full,full,,none,0,executing,2019.3,957.7,4.85,executing,2056.5,1217.3,4.88,executing,2162.6,1000.6,4.86,executing,2120.9,1088.8,15.00,orbit,100
682,loiter,spread,full,full,,none,0,executing,2015.5,966.1,4.75,executing,2050.7,1231.1,4.89,executing,2159.8,1015.3,4.87,executing,2089.2,1120.6,15.00,orbit,100
683,loiter,spread,full,full,,none,0,executing,2012.2,974.8,4.65,executing,2045.0,1245.0,4.89,executing,2157.0,1030.1,4.88,executing,2049.6,1141.6,15.00,orbit,100
684,loiter,spread,full,full,,none,0,executing,2009.9,983.9,4.56,executing,2040.2,1256.7,4.85,executing,2154.2,1044.8,4.89,executing,2005.6,1149.9,15.00,orbit,100
685,loiter,spread,full,full,,none,0,executing,2009.1,991.1,4.50,executing,2037.6,1263.3,4.78,executing,2152.1,1055.8,4.89,executing,1972.0,1147.4,15.00,orbit,100
686,loiter,spread,full,full,,none,0,executing,2009.6,1001.1,4.44,executing,2034.7,1272.3,4.68,executing,2149.3,1070.5,4.90,executing,1929.7,1132.5,15.00,orbit,100
687,loiter,spread,full,full,,none,0,executing,2012.6,1011.2,4.38,executing,2032.8,1281.8,4.60,executing,2146.5,1085.2,4.90,executing,1893.7,1105.8,15.00,orbit,100
688,loiter,spread,full,full,,none,0,executing,2018.3,1020.8,4.35,executing,2032.5,1291.7,4.52,executing,2143.7,1100.0,4.91,executing,1867.2,1069.7,15.00,orbit,100
689,loiter,spread,full,full,,none,0,executing,2027.0,1028.8,4.32,executing,2034.2,1301.9,4.46,executing,2140.9,1114.7,4.91,executing,1852.5,1027.3,15.00,orbit,100
690,loiter,spread,full,full,,none,0,executing,2038.6,1034.0,4.32,executing,2038.5,1311.9,4.41,executing,2138.0,1129.4,4.92,executing,1851.0,982.5,15.00,orbit,100
691,loiter,spread,full,full,,none,0,executing,2052.0,1035.4,4.33,executing,2045.8,1320.9,4.38,executing,2135.1,1144.1,4.92,executing,1862.9,939.2,15.00,orbit,100
692,loiter,spread,full,full,,none,0,executing,2066.1,1033.0,4.36,executing,2056.1,1327.6,4.37,executing,2132.2,1158.8,4.93,executing,1886.9,901.4,15.00,orbit,100
693,loiter,spread,full,full,,none,0,executing,2080.0,1027.7,4.39,executing,2068.9,1330.9,4.37,executing,2129.2,1173.5,4.93,executing,1921.1,872.4,15.00,orbit,100
694,loiter,spread,full,full,,none,0,executing,2093.0,1021.0,4.42,executing,2082.9,1330.3,4.39,executing,2126.1,1188.1,4.93,executing,1962.3,854.8,15.00,orbit,100
695,loiter,spread,full,full,,none,0,executing,2104.6,1014.4,4.42,executing,2097.1,1326.4,4.42,executing,2123.1,1202.8,4.94,executing,2006.9,850.2,15.00,orbit,100
696,loiter,spread,full,full,,none,0,executing,2111.6,1010.5,4.32,executing,2110.6,1320.5,4.45,executing,2120.1,1217.4,4.94,executing,2050.9,858.9,15.00,orbit,100
697,aerial_recon,independent,full,full,,none,0,executing,2118.3,1007.3,4.21,executing,2121.9,1314.4,4.44,executing,2117.3,1230.7,4.91,executing,2069.9,875.1,15.00,sweep,104
698,aerial_recon,independent,full,full,,none,0,executing,2123.7,1005.5,4.08,executing,2128.6,1310.4,4.33,executing,2115.3,1239.7,4.81,executing,2025.2,880.3,15.00,sweep,119
699,aerial_recon,independent,full,full,,none,0,executing,2128.9,1003.9,3.94,executing,2135.1,1305.7,4.23,executing,2112.6,1248.7,4.71,executing,1980.5,885.6,15.00,sweep,134
700,aerial_recon,independent,full,full,,none,0,executing,2134.2,1002.1,3.82,executing,2141.3,1299.8,4.15,executing,2108.8,1257.7,4.62,executing,1935.8,890.8,15.00,sweep,149
701,aerial_recon,independent,full,full,,none,0,executing,2139.6,999.9,3.71,executing,2146.6,1292.5,4.09,executing,2103.1,1266.3,4.55,executing,1891.1,896.0,15.00,sweep,150
702,aerial_recon,independent,full,full,,none,0,executing,2145.0,996.9,3.62,executing,2150.5,1283.6,4.04,executing,2095.4,1273.9,4.50,executing,1846.4,901.2,15.00,sweep,150
703,aerial_recon,independent,full,full,,none,0,executing,2148.9,993.9,3.55,executing,2151.9,1276.0,4.01,executing,2088.0,1278.5,4.47,executing,1812.9,905.1,15.00,sweep,150
