second,mission,formation,gps_mode,comms_mode,kill_chain,threat_level,num_contacts,alpha_status,alpha_x,alpha_y,alpha_speed,bravo_status,bravo_x,bravo_y,bravo_speed,charlie_status,charlie_x,charlie_y,charlie_speed,eagle1_status,eagle1_x,eagle1_y,eagle1_speed,eagle1_pattern,eagle1_altitude
861,,independent,full,full,,none,0,returning,654.4,439.3,4.93,returning,679.5,366.5,4.94,returning,766.7,304.9,4.92,idle,200.0,-100.0,0.00,,150
862,,independent,full,full,,none,0,returning,642.0,430.9,4.94,returning,667.6,357.4,4.94,returning,755.2,295.3,4.93,idle,200.0,-100.0,0.00,,150
863,,independent,full,full,,none,0,returning,629.5,422.5,4.94,returning,655.8,348.2,4.95,returning,743.8,285.6,4.93,idle,200.0,-100.0,0.00,,150
864,,independent,full,full,,none,0,returning,617.1,414.1,4.94,returning,643.9,339.1,4.95,returning,732.4,275.9,4.93,idle,200.0,-100.0,0.00,,150
865,,independent,full,full,,none,0,returning,604.7,405.7,4.95,returning,632.0,329.9,4.95,returning,720.9,266.3,4.94,idle,200.0,-100.0,0.00,,150
866,,independent,full,full,,none,0,returning,592.3,397.4,4.95,returning,620.1,320.8,4.96,returning,709.5,256.6,4.94,idle,200.0,-100.0,0.00,,150
867,,independent,full,full,,none,0,returning,579.8,389.0,4.95,returning,608.2,311.7,4.96,returning,698.1,246.9,4.94,idle,200.0,-100.0,0.00,,150
868,,independent,full,full,,none,0,returning,567.4,380.6,4.96,returning,596.3,302.5,4.96,returning,686.7,237.3,4.95,idle,200.0,-100.0,0.00,,150
869,,independent,full,full,,none,0,returning,555.0,372.2,4.96,returning,584.4,293.4,4.96,returning,675.3,227.6,4.95,idle,200.0,-100.0,0.00,,150
870,,independent,full,full,,none,0,returning,542.6,363.8,4.96,returning,572.5,284.3,4.96,returning,663.8,217.9,4.95,idle,200.0,-100.0,0.00,,150
871,,independent,full,full,,none,0,returning,530.2,355.4,4.96,returning,560.6,275.2,4.97,returning,652.4,208.3,4.95,idle,200.0,-100.0,0.00,,150
872,,independent,full,full,,none,0,returning,517.7,347.0,4.96,returning,548.7,266.1,4.97,returning,641.0,198.6,4.95,idle,200.0,-100.0,0.00,,150
873,,independent,full,full,,none,0,returning,505.3,338.6,4.97,returning,536.8,256.9,4.97,returning,629.5,189.0,4.96,idle,200.0,-100.0,0.00,,150
874,,independent,full,full,,none,0,returning,492.9,330.2,4.97,returning,524.9,247.8,4.97,returning,618.1,179.4,4.96,idle,200.0,-100.0,0.00,,150
875,,independent,full,full,,none,0,returning,480.5,321.8,4.97,returning,513.0,238.7,4.97,returning,606.6,169.7,4.96,idle,200.0,-100.0,0.00,,150
876,,independent,full,full,,none,0,returning,468.0,313.4,4.97,returning,501.1,229.6,4.97,returning,595.1,160.1,4.96,idle,200.0,-100.0,0.00,,150
877,,independent,full,full,,none,0,returning,458.7,307.1,4.97,returning,492.2,222.7,4.98,returning,586.5,152.9,4.96,idle,200.0,-100.0,0.00,,150
878,,independent,full,full,,none,0,returning,452.5,302.9,4.97,returning,486.3,218.2,4.98,returning,580.8,148.1,4.96,idle,200.0,-100.0,0.00,,150
